LINK,BRAND,PRODUCT,FAVORITES,RATING,RATING_SCORE,PRICE_TRY,PRICE_DOLLAR,PRICE_EURO
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/xiaomi/redmi-12-128-gb-8-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-770302563,Xiaomi,Redmi 12 128 GB 8 GB RAM Siyah Cep Telefonu (Xiaomi Türkiye Garantili),57500.0,1827.0,4.6,8205,242.75147928994085,218.8
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/samsung/galaxy-s23-256-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-635097874,Samsung,Galaxy S23 256 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),14300.0,412.0,4.7,30049,889.0236686390533,801.3066666666666
https://www.trendyol.com/asus/rog-phone-6-16gb-ram-512-gb-hafiza-akilli-cep-telefonu-ithalatci-garantili-p-857891912,ASUS,ROG Phone 6  16GB RAM 512 GB HAFIZA AKILLI CEP TELEFONU (İthalatçı Garantili),0.0,0.0,0.0,34999,1035.473372781065,933.3066666666666
https://www.trendyol.com/samsung/galaxy-a24-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-700100969,Samsung,Galaxy A24 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),40600.0,974.0,4.5,9419,278.6686390532545,251.17333333333335
https://www.trendyol.com/apple/iphone-15-256-gb-mavi-p-762254862,Apple,iPhone 15 256 GB Mavi,14700.0,128.0,4.5,56499,1671.5680473372784,1506.64
https://www.trendyol.com/samsung/galaxy-a24-128-gb-gumus-cep-telefonu-samsung-turkiye-garantili-p-700100965,Samsung,Galaxy A24 128 GB Gümüş Cep Telefonu (Samsung Türkiye Garantili),29900.0,564.0,4.5,9399,278.0769230769231,250.64
https://www.trendyol.com/apple/iphone-11-128-gb-siyah-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074797,Apple,iPhone 11 128 GB Siyah Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),162000.0,6443.0,4.7,24499,724.8224852071006,653.3066666666666
https://www.trendyol.com/reeder/p13-blue-max-4-128-gb-2022-siyah-turkiye-garantili-p-299398410,Reeder,P13 Blue Max 4 /128 Gb 2022 Siyah ( Türkiye Garantili),20600.0,1290.0,3.9,2740,81.06508875739645,73.06666666666666
https://www.trendyol.com/apple/iphone-12-128-gb-siyah-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-313989390,Apple,iPhone 12 128 GB Siyah Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),50400.0,689.0,4.7,29499,872.7514792899409,786.64
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/samsung/galaxy-a05s-128-gb-gumus-cep-telefonu-samsung-turkiye-garantili-p-793616435,Samsung,Galaxy A05s 128 GB Gümüş Cep Telefonu (Samsung Türkiye Garantili),13200.0,126.0,4.4,6999,207.0710059171598,186.64
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/samsung/galaxy-s22-128-gb-5g-beyaz-cep-telefonu-samsung-turkiye-garantili-p-256356866,Samsung,Galaxy S22 128 GB 5G Beyaz Cep Telefonu (Samsung Türkiye Garantili),15200.0,330.0,4.6,18617,550.7988165680474,496.4533333333333
https://www.trendyol.com/samsung/galaxy-s23-256-gb-mor-cep-telefonu-samsung-turkiye-garantili-p-635097865,Samsung,Galaxy S23 256 GB Mor Cep Telefonu (Samsung Türkiye Garantili),16400.0,261.0,4.6,30049,889.0236686390533,801.3066666666666
https://www.trendyol.com/samsung/galaxy-a54-5g-256-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-679425558,Samsung,Galaxy A54 5G 256 GB Yeşil Cep Telefonu (Samsung Türkiye Garantili),13200.0,539.0,4.7,15699,464.46745562130184,418.64
https://www.trendyol.com/samsung/galaxy-s23-256-gb-krem-cep-telefonu-samsung-turkiye-garantili-p-635097859,Samsung,Galaxy S23 256 GB Krem Cep Telefonu (Samsung Türkiye Garantili),14400.0,293.0,4.7,30049,889.0236686390533,801.3066666666666
https://www.trendyol.com/samsung/galaxy-s23-fe-256-gb-krem-samsung-turkiye-garantili-p-767487807,Samsung,Galaxy S23 FE 256 GB Krem (Samsung Türkiye Garantili),18500.0,174.0,4.4,25995,769.0828402366865,693.2
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-naturel-titanyum-p-762254847,Apple,iPhone 15 Pro Max 256 GB Natürel Titanyum,41500.0,181.0,4.7,83999,2485.1775147928997,2239.9733333333334
https://www.trendyol.com/reeder/p13-blue-max-128-gb-4-gb-ram-2022-telefon-yesil-6-5-p-299146129,Reeder,P13 Blue Max 128 Gb 4 Gb Ram 2022 Telefon Yeşil 6.5'',12300.0,872.0,3.8,2799,82.81065088757397,74.64
https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,Apple,iPhone 12 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),48400.0,786.0,4.8,27999,828.3727810650888,746.64
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-256-gb-naturel-titanyum-p-762254830,Apple,iPhone 15 Pro 256 GB Natürel Titanyum,22500.0,110.0,4.5,73999,2189.319526627219,1973.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-b-kalite-p-316177451,Apple,Yenilenmiş iPhone 11 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - B Kalite,58400.0,570.0,4.3,16699,494.05325443786984,445.3066666666667
https://www.trendyol.com/apple/iphone-15-128-gb-siyah-p-762254878,Apple,iPhone 15 128 GB Siyah,45800.0,308.0,4.7,55383,1638.5502958579882,1476.88
https://www.trendyol.com/apple/iphone-13-256-gb-yildiz-isigi-cep-telefonu-apple-turkiye-garantili-p-153303511,Apple,iPhone 13 256 GB Yıldız Işığı Cep Telefonu (Apple Türkiye Garantili),43000.0,599.0,4.7,42999,1272.1597633136096,1146.64
https://www.trendyol.com/apple/iphone-13-128-gb-mavi-cep-telefonu-apple-turkiye-garantili-p-150059501,Apple,iPhone 13 128 GB Mavi Cep Telefonu (Apple Türkiye Garantili),108000.0,2612.0,4.8,42100,1245.562130177515,1122.6666666666667
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-655833665,Apple,Yenilenmiş iPhone 11 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - C Kalite,16700.0,86.0,3.9,15499,458.5502958579882,413.3066666666667
https://www.trendyol.com/samsung/galaxy-s24-ultra-512-gb-titanyum-gri-samsung-turkiye-garantili-p-792557597,Samsung,Galaxy S24 Ultra 512 GB Titanyum Gri (Samsung Türkiye Garantili),11900.0,28.0,4.8,63349,1874.2307692307693,1689.3066666666666
https://www.trendyol.com/reeder/p13-blue-max-l-2022-4-64-gb-blue-p-159085353,Reeder,P13 Blue Max L 2022 4 / 64 Gb Blue,15700.0,685.0,4.0,2699,79.85207100591717,71.97333333333333
https://www.trendyol.com/tecno/spark-10-pro-256-gb-8-gb-ram-siyah-cep-telefonu-tecno-turkiye-garantili-p-700432428,TECNO,SPARK 10 Pro 256 GB / 8 GB RAM Siyah Cep Telefonu (TECNO Türkiye Garantili),14100.0,364.0,4.5,7649,226.30177514792902,203.97333333333333
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/samsung/galaxy-s23-ultra-256-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-635097868,Samsung,Galaxy S23 Ultra 256 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),15600.0,143.0,4.6,47499,1405.2958579881658,1266.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/general-mobile/era-50-12gb-6gb-6gb-genisletilmis-ram-256gb-hafiza-cift-sim-kart-p-848803834,General Mobile,Era 50 12gb (6GB 6GB GENİŞLETİLMİŞ RAM) 256gb Hafıza Çift Sim Kart,102000.0,1.0,1.0,9175,271.44970414201185,244.66666666666666
https://www.trendyol.com/general-mobile/general-mobile-era-50-12gb-6gb-6gb-genisletilmis-ram-256gb-128-gb-hafiza-cift-sim-kart-p-848803808,General Mobile,GENERAL MOBİLE ERA 50 12GB (6GB + 6GB Genişletilmiş RAM) + 256GB / 128 GB  Hafıza Çift Sim Kart,0.0,1.0,5.0,9225,272.92899408284023,246.0
https://www.trendyol.com/xiaomi/redmi-12-128-gb-8-gb-ram-gumus-cep-telefonu-xiaomi-turkiye-garantili-p-765278800,Xiaomi,Redmi 12 128 GB 8 GB RAM Gümüş Cep Telefonu (Xiaomi Türkiye Garantili),61400.0,1579.0,4.7,8999,266.2426035502959,239.97333333333333
https://www.trendyol.com/apple/iphone-13-256-gb-gece-yarisi-cep-telefonu-apple-turkiye-garantili-p-153707869,Apple,iPhone 13 256 GB Gece Yarısı Cep Telefonu (Apple Türkiye Garantili),26300.0,526.0,4.7,42999,1272.1597633136096,1146.64
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/apple/yenilenmis-iphone-6s-plus-16-gb-12-ay-delta-servis-garantili-a-kalite-p-854734653,Apple,Yenilenmiş Iphone 6s Plus 16 Gb (12 AY DELTA SERVİS GARANTİLİ) - A Kalite,0.0,1763.0653804930332,0.0,2999,88.72781065088758,79.97333333333333
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/samsung/galaxy-a24-128-gb-acik-yesil-cep-telefonu-samsung-turkiye-garantili-p-700100970,Samsung,Galaxy A24 128 GB Açık Yeşil Cep Telefonu (Samsung Türkiye Garantili),13300.0,347.0,4.5,9698,286.92307692307696,258.61333333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-14-128-gb-yildiz-isigi-p-355707118,Apple,iPhone 14 128 GB Yıldız Işığı,64300.0,665.0,4.7,45999,1360.9171597633137,1226.64
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/realme/12-pro-plus-5g-p-845852834,realme,12 PRO PLUS 5G,211000.0,4.0,4.8,23299,689.319526627219,621.3066666666666
https://www.trendyol.com/apple/iphone-11-64-gb-siyah-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074791,Apple,iPhone 11 64 GB Siyah Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),133000.0,5487.0,4.8,23499,695.2366863905326,626.64
https://www.trendyol.com/vivo/x100-pro-512-gb-16-gb-ram-vivo-turkiye-garantili-p-850556023,vivo,X100 Pro 512 GB 16 GB Ram (vivo Türkiye Garantili),0.0,44.91304347826087,0.0,59999,1775.1183431952663,1599.9733333333334
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-note-10-plus-256-gb-12-ay-delta-servis-garantili-c-kalite-p-851442041,Samsung,Yenilenmiş Samsung Galaxy Note 10 Plus 256 GB (12 Ay Delta Servis Garantili) - C Kalite,0.0,162.83386581469648,0.0,11299,334.2899408284024,301.3066666666667
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-319789388,Apple,Yenilenmiş iPhone 11 64 GB Siyah Cep Telefonu (12 Ay Garantili) - B Kalite,27500.0,349.0,4.3,15699,464.46745562130184,418.64
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/samsung/galaxy-a54-5g-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-676507062,Samsung,Galaxy A54 5G 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),15500.0,537.0,4.6,16050,474.8520710059172,428.0
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-689223609,Apple,Yenilenmiş iPhone 11 64 GB Siyah Cep Telefonu (12 Ay Garantili) - A Kalite,10200.0,146.0,4.2,16779,496.4201183431953,447.44
https://www.trendyol.com/reeder/s19-max-pro-s-zoom-turkiye-reeder-garantili-p-803881883,Reeder,S19 Max Pro S Zoom /TÜRKİYE REEDER GARANTİLİ,194000.0,1.0,5.0,12999,384.58579881656806,346.64
https://www.trendyol.com/apple/yenilenmis-apple-iphone-14-pro-256-gb-altin-12-ay-garantili-b-grade-p-848531370,Apple,Yenilenmiş Apple iPhone 14 Pro 256 GB Altın (12 Ay Garantili) - B Grade,0.0,1763.0653804930332,0.0,59071,1747.6627218934914,1575.2266666666667
https://www.trendyol.com/apple/yenilenmis-iphone-xr-white-64-gb-p-318812467,Apple,Yenilenmiş iPhone Xr White 64 GB,0.0,1.0,5.0,11399,337.2485207100592,303.97333333333336
https://www.trendyol.com/apple/iphone-12-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65277274,Apple,iPhone 12 128 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),100000.0,1069.0,4.7,31899,943.7573964497042,850.64
https://www.trendyol.com/apple/iphone-12-64-gb-siyah-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706451,Apple,iPhone 12 64 GB Siyah Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),27900.0,574.0,4.8,27499,813.5798816568048,733.3066666666666
https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722,Apple,iPhone 12 64 GB Mor Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),26900.0,285.0,4.8,27499,813.5798816568048,733.3066666666666
https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64-gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-851796845,Apple,Yenilenmiş iPhone 12 Mini 64 GB Siyah Cep Telefonu (12 Ay Garantili) - B Kalite,0.0,1763.0653804930332,0.0,22199,656.7751479289941,591.9733333333334
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/samsung/yenilenmis-galaxy-z-flip4-128-gb-altin-cep-telefonu-12-ay-garantili-a-kalite-p-849625612,Samsung,Yenilenmiş Galaxy Z Flip4 128 Gb Altın Cep Telefonu (12 AY GARANTİLİ) - A Kalite,0.0,162.83386581469648,0.0,22999,680.4437869822485,613.3066666666666
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-beyaz-titanyum-p-762254857,Apple,iPhone 15 Pro Max 256 GB Beyaz Titanyum,19800.0,105.0,4.6,89999,2662.692307692308,2399.9733333333334
https://www.trendyol.com/apple/iphone-15-128-gb-mavi-mtp43tu-a-p-762254881,Apple,İphone 15 128 Gb Mavi - Mtp43tu/a,43700.0,232.0,4.6,57149,1690.7988165680474,1523.9733333333334
https://www.trendyol.com/apple/iphone-13-128-gb-pembe-cep-telefonu-apple-turkiye-garantili-p-150059181,Apple,iPhone 13 128 GB Pembe Cep Telefonu (Apple Türkiye Garantili),181000.0,2129.0,4.7,44899,1328.372781065089,1197.3066666666666
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),229000.0,8870.0,4.8,23999,710.0295857988166,639.9733333333334
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,13300.0,74.0,4.7,81999,2426.0059171597636,2186.64
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,28300.0,518.0,4.7,45499,1346.1242603550297,1213.3066666666666
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,11600.0,77.0,4.6,82999,2455.5917159763317,2213.306666666667
