LINK,BRAND,PRODUCT,PRICE,COUNT OF FAVORITE,RATING,RATING SCORE
https://www.trendyol.com/xiaomi/redmi-note-12-128-gb-8-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-761831854,Xiaomi,Redmi Note 12 128 GB 8 GB RAM Gri Cep Telefonu (Xiaomi Türkiye Garantili),8.699 TL,22.6B kişi favoriledi!,(771),4.3
https://www.trendyol.com/samsung/galaxy-s24-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-792043222,Samsung,Galaxy S24 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),32.499 TL,1848 kişi favoriledi!,(9),4.2
https://www.trendyol.com/xiaomi/redmi-note-13-8-gb-ram-256-gb-mavi-xiaomi-turkiye-garantili-p-808570649,Xiaomi,Redmi Note 13 8 GB RAM 256 GB Mavi (Xiaomi Türkiye Garantili),"10.409,01 TL",Son 3 günde 100+ ürün satıldı!,(220),4.6
https://www.trendyol.com/xiaomi/redmi-13c-6-128-gb-lacivert-xiaomi-turkiye-garantili-p-818632874,Xiaomi,Redmi 13C 6/128 Gb Lacivert (Xiaomi Türkiye Garantili),6.969 TL,2907 kişi favoriledi!,(56),4.9
https://www.trendyol.com/samsung/galaxy-a15-6-gb-ram-128-gb-mavi-samsung-turkiye-garantili-p-793616426,Samsung,Galaxy A15 6 GB RAM 128 GB Mavi (Samsung Türkiye Garantili),8.599 TL,5436 kişi favoriledi!,(65),4.6
https://www.trendyol.com/xiaomi/redmi-note-13-8-gb-ram-256-gb-siyah-xiaomi-turkiye-garantili-p-808570790,Xiaomi,Redmi Note 13 8 GB RAM 256 GB Siyah (Xiaomi Türkiye Garantili),10.469 TL,Son 3 günde 100+ ürün satıldı!,(391),4.6
https://www.trendyol.com/xiaomi/redmi-note-12-128-gb-8-gb-ram-buz-mavisi-cep-telefonu-xiaomi-turkiye-garantili-p-761535602,Xiaomi,Redmi Note 12 128 GB 8 GB RAM Buz Mavisi Cep Telefonu (Xiaomi Türkiye Garantili),8.699 TL,12.3B kişi favoriledi!,(454),4.4
https://www.trendyol.com/xiaomi/redmi-note-13-pro-8-gb-ram-256-gb-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-797235142,Xiaomi,Redmi Note 13 Pro 8 GB RAM 256 GB Siyah Cep Telefonu (Xiaomi Türkiye Garantili),14.199 TL,14.9B kişi favoriledi!,(267),4.6
https://www.trendyol.com/poco/c65-8-gb-ram-256-gb-mavi-xiaomi-turkiye-garantili-p-809388025,POCO,C65 8 GB RAM 256 GB Mavi (Xiaomi Türkiye Garantili),7.199 TL,7746 kişi favoriledi!,(207),4.7
https://www.trendyol.com/apple/iphone-15-pro-128-gb-mavi-cep-telefonu-apple-turkiye-garantili-p-762254863,Apple,iPhone 15 Pro 128 GB Mavi Cep Telefonu (Apple Türkiye Garantili).,68.999 TL,12.8B kişi favoriledi!,(52),4.5
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/reeder/p13-blue-max-pro-lite-2022-4-gb-64-gb-siyah-cep-telefonu-reeder-turkiye-garantili-p-263362759,Reeder,P13 Blue Max Pro Lite 2022 4 GB+64 GB Siyah Cep Telefonu (Reeder Türkiye Garantili),2.685 TL,1837 kişi favoriledi!,(90),3.9
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/samsung/galaxy-a35-256-gb-sari-cep-telefonu-samsung-turkiye-garantili-p-816445654,Samsung,Galaxy A35 256 GB Sarı Cep Telefonu (Samsung Türkiye Garantili),15.499 TL,1191 kişi favoriledi!,(27),4.6
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/xiaomi/redmi-12-128-gb-8-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-770302563,Xiaomi,Redmi 12 128 GB 8 GB RAM Siyah Cep Telefonu (Xiaomi Türkiye Garantili),8.205 TL,57.5B kişi favoriledi!,(1827),4.6
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/poco/x6-pro-5g-12-gb-ram-512-gb-siyah-cep-telefonu-p-794323021,POCO,X6 Pro 5G 12 GB RAM 512 GB Siyah Cep Telefonu,19.499 TL,6610 kişi favoriledi!,(213),4.8
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/samsung/galaxy-s23-256-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-635097874,Samsung,Galaxy S23 256 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),30.049 TL,14.3B kişi favoriledi!,(412),4.7
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/asus/rog-phone-6-16gb-ram-512-gb-hafiza-akilli-cep-telefonu-ithalatci-garantili-p-857891912,ASUS,ROG Phone 6  16GB RAM 512 GB HAFIZA AKILLI CEP TELEFONU (İthalatçı Garantili),34.999 TL,,,
https://www.trendyol.com/samsung/galaxy-a24-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-700100969,Samsung,Galaxy A24 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),9.419 TL,40.6B kişi favoriledi!,(974),4.5
https://www.trendyol.com/apple/iphone-15-256-gb-mavi-p-762254862,Apple,iPhone 15 256 GB Mavi,56.499 TL,14.7B kişi favoriledi!,(128),4.5
https://www.trendyol.com/samsung/galaxy-a24-128-gb-gumus-cep-telefonu-samsung-turkiye-garantili-p-700100965,Samsung,Galaxy A24 128 GB Gümüş Cep Telefonu (Samsung Türkiye Garantili),9.399 TL,29.9B kişi favoriledi!,(564),4.5
https://www.trendyol.com/reeder/s19-max-4gb-128-gb-uyumlu-mavi-cep-telefonu-turkiye-garantili-p-315923253,Reeder,S19 Max 4gb+128 Gb Uyumlu Mavi Cep Telefonu ( Türkiye Garantili),3.329 TL,1513 kişi favoriledi!,(55),4.0
https://www.trendyol.com/apple/iphone-11-128-gb-siyah-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074797,Apple,iPhone 11 128 GB Siyah Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),24.499 TL,162B kişi favoriledi!,(6443),4.7
https://www.trendyol.com/xiaomi/redmi-note-13-pro-12-gb-ram-512-gb-mor-cep-telefonu-xiaomi-turkiye-garantili-p-797235139,Xiaomi,Redmi Note 13 Pro 12 GB RAM 512 GB Mor Cep Telefonu (Xiaomi Türkiye Garantili),16.399 TL,9889 kişi favoriledi!,(186),4.5
https://www.trendyol.com/oppo/a38-6-gb-ram-128-gb-siyah-cep-telefonu-oppo-turkiye-garantili-p-839817385,Oppo,A38 6 GB RAM 128 GB Siyah Cep Telefonu (Oppo Türkiye Garantili),"7.398,99 TL",660 kişi favoriledi!,(4),4.8
https://www.trendyol.com/samsung/galaxy-a05-128-gb-siyah-p-793616440,Samsung,Galaxy A05 128 GB Siyah,7.999 TL,4724 kişi favoriledi!,(82),4.5
https://www.trendyol.com/reeder/p13-blue-max-4-128-gb-2022-siyah-turkiye-garantili-p-299398410,Reeder,P13 Blue Max 4 /128 Gb 2022 Siyah ( Türkiye Garantili),2.740 TL,20.6B kişi favoriledi!,(1290),3.9
https://www.trendyol.com/poco/c65-8-gb-ram-256-gb-siyah-xiaomi-turkiye-garantili-p-809388083,POCO,C65 8 GB RAM 256 GB Siyah (Xiaomi Türkiye Garantili),7.250 TL,6861 kişi favoriledi!,(156),4.6
https://www.trendyol.com/apple/iphone-12-128-gb-siyah-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-313989390,Apple,iPhone 12 128 GB Siyah Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),29.499 TL,50.4B kişi favoriledi!,(689),4.7
https://www.trendyol.com/reeder/p13-blue-max-pro-8gb-128-gb-siyah-cep-telefonu-turkiye-garantili-p-101298835,Reeder,P13 Blue Max Pro 8gb 128 Gb Siyah Cep Telefonu ( Türkiye Garantili),3.549 TL,1099 kişi favoriledi!,(23),3.6
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/samsung/galaxy-a05s-128-gb-gumus-cep-telefonu-samsung-turkiye-garantili-p-793616435,Samsung,Galaxy A05s 128 GB Gümüş Cep Telefonu (Samsung Türkiye Garantili),6.999 TL,13.2B kişi favoriledi!,(126),4.4
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/xiaomi/redmi-13-8-gb-ram-256-gb-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-836127382,Xiaomi,Redmi 13 8 GB RAM 256 GB Siyah Cep Telefonu (Xiaomi Türkiye Garantili),9.549 TL,1378 kişi favoriledi!,(17),4.4
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/xiaomi/redmi-note-12-pro-256-gb-8-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-685539438,Xiaomi,Redmi Note 12 Pro 256 GB 8 GB RAM Gri Cep Telefonu (Xiaomi Türkiye Garantili),"12.398,49 TL",66.8B kişi favoriledi!,(2156),4.6
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/samsung/galaxy-a15-6-gb-ram-128-gb-siyah-samsung-turkiye-garantili-p-793616427,Samsung,Galaxy A15 6 GB RAM 128 GB Siyah (Samsung Türkiye Garantili),8.599 TL,7477 kişi favoriledi!,(136),4.6
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/samsung/galaxy-s22-128-gb-5g-beyaz-cep-telefonu-samsung-turkiye-garantili-p-256356866,Samsung,Galaxy S22 128 GB 5G Beyaz Cep Telefonu (Samsung Türkiye Garantili),18.617 TL,15.2B kişi favoriledi!,(330),4.6
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/samsung/galaxy-s23-256-gb-mor-cep-telefonu-samsung-turkiye-garantili-p-635097865,Samsung,Galaxy S23 256 GB Mor Cep Telefonu (Samsung Türkiye Garantili),30.049 TL,16.4B kişi favoriledi!,(261),4.6
https://www.trendyol.com/xiaomi/redmi-note-13-pro-12-gb-ram-512-gb-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-797235137,Xiaomi,Redmi Note 13 Pro 12 GB RAM 512 GB Siyah Cep Telefonu (Xiaomi Türkiye Garantili),"17.020,90 TL",22.4B kişi favoriledi!,(342),4.5
https://www.trendyol.com/samsung/galaxy-a54-5g-256-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-679425558,Samsung,Galaxy A54 5G 256 GB Yeşil Cep Telefonu (Samsung Türkiye Garantili),15.699 TL,13.2B kişi favoriledi!,(539),4.7
https://www.trendyol.com/samsung/galaxy-s23-256-gb-krem-cep-telefonu-samsung-turkiye-garantili-p-635097859,Samsung,Galaxy S23 256 GB Krem Cep Telefonu (Samsung Türkiye Garantili),30.049 TL,14.4B kişi favoriledi!,(293),4.7
https://www.trendyol.com/apple/iphone-15-pro-256-gb-siyah-titanyum-p-762254832,Apple,iPhone 15 Pro 256 GB Siyah Titanyum,72.999 TL,6388 kişi favoriledi!,(60),4.6
https://www.trendyol.com/samsung/galaxy-s23-fe-256-gb-krem-samsung-turkiye-garantili-p-767487807,Samsung,Galaxy S23 FE 256 GB Krem (Samsung Türkiye Garantili),25.995 TL,18.5B kişi favoriledi!,(174),4.4
https://www.trendyol.com/samsung/galaxy-s24-plus-256-gb-mor-samsung-turkiye-garantili-p-792775329,Samsung,Galaxy S24 Plus 256 GB Mor (Samsung Türkiye Garantili),43.500 TL,3691 kişi favoriledi!,(45),4.9
https://www.trendyol.com/poco/x6-pro-5g-12-gb-ram-512-gb-gri-cep-telefonu-p-794323791,POCO,X6 Pro 5G 12 GB RAM 512 GB Gri Cep Telefonu,19.499 TL,3848 kişi favoriledi!,(89),4.7
https://www.trendyol.com/infinix/hot-40i-8gb-ram-8gb-sanal-ram-256gb-hafiza-siyah-turkiye-garantili-p-786061979,INFINIX,"Hot 40i 8gb Ram 8gb Sanal Ram, 256gb Hafıza, Siyah (TÜRKİYE GARANTİLİ)",7.449 TL,1716 kişi favoriledi!,(34),4.4
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-naturel-titanyum-p-762254847,Apple,iPhone 15 Pro Max 256 GB Natürel Titanyum,83.999 TL,41.5B kişi favoriledi!,(181),4.7
https://www.trendyol.com/reeder/s19-max-pro-4gb-128-gb-siyah-cep-telefonu-reeder-turkiye-garantili-p-411322828,Reeder,S19 Max Pro 4GB+128 GB Siyah Cep Telefonu (Reeder Türkiye Garantili),"4.301,95 TL",15.7B kişi favoriledi!,(874),4.2
https://www.trendyol.com/reeder/p13-blue-max-128-gb-4-gb-ram-2022-telefon-yesil-6-5-p-299146129,Reeder,P13 Blue Max 128 Gb 4 Gb Ram 2022 Telefon Yeşil 6.5'',2.799 TL,12.3B kişi favoriledi!,(872),3.8
https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466,Apple,iPhone 12 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),27.999 TL,48.4B kişi favoriledi!,(786),4.8
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/reeder/s23-pro-max-256-gb-pembe-cep-telefonu-reeder-turkiye-garantili-p-770835375,Reeder,S23 Pro Max 256 GB Pembe Cep Telefonu (Reeder Türkiye Garantili),4.999 TL,3374 kişi favoriledi!,(73),3.7
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/infinix/hot-40-pro-8-gb-8-gb-sanal-ram-256-gb-infinix-turkiye-garantili-p-832132989,INFINIX,Hot 40 Pro 8 gb + 8 gb Sanal Ram 256 gb (Infinix Türkiye Garantili),11.406 TL,330 kişi favoriledi!,(2),5.0
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/apple/iphone-15-pro-256-gb-naturel-titanyum-p-762254830,Apple,iPhone 15 Pro 256 GB Natürel Titanyum,73.999 TL,22.5B kişi favoriledi!,(110),4.5
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-b-kalite-p-316177451,Apple,Yenilenmiş iPhone 11 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - B Kalite,16.699 TL,58.4B kişi favoriledi!,(570),4.3
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/apple/iphone-15-128-gb-siyah-p-762254878,Apple,iPhone 15 128 GB Siyah,55.383 TL,45.8B kişi favoriledi!,(308),4.7
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/reeder/s23-pro-max-256-gb-siyah-cep-telefonu-reeder-turkiye-garantili-p-771120433,Reeder,S23 Pro Max 256 GB Siyah Cep Telefonu (Reeder Türkiye Garantili),5.195 TL,5136 kişi favoriledi!,(93),3.3
https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-128-gb-sierra-mavisi-128-gb-sierra-mavisi-b-grade-p-689224057,Apple,Yenilenmiş iPhone 13 Pro Max 128 GB Sierra Mavisi 128 GB Sierra Mavisi B Grade,50.584 TL,2568 kişi favoriledi!,(7),3.7
https://www.trendyol.com/tecno/spark-go-2023-3gb-64-gb-siyah-p-700455755,TECNO,Spark Go 2023 3GB 64 GB Siyah,4.169 TL,2865 kişi favoriledi!,(61),4.3
https://www.trendyol.com/apple/iphone-13-256-gb-yildiz-isigi-cep-telefonu-apple-turkiye-garantili-p-153303511,Apple,iPhone 13 256 GB Yıldız Işığı Cep Telefonu (Apple Türkiye Garantili),42.999 TL,43B kişi favoriledi!,(599),4.7
https://www.trendyol.com/samsung/galaxy-a25-5g-8-gb-ram-256-gb-siyah-p-793616434,Samsung,Galaxy A25 5g 8 Gb Ram 256 Gb Siyah,11.999 TL,4974 kişi favoriledi!,(115),4.7
https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,Apple,iPhone 11 128 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),26.499 TL,273B kişi favoriledi!,(9286),4.7
https://www.trendyol.com/apple/iphone-15-plus-256-gb-yesil-p-762254851,Apple,iPhone 15 Plus 256 GB Yeşil,61.999 TL,2071 kişi favoriledi!,(21),5.0
https://www.trendyol.com/apple/iphone-13-128-gb-mavi-cep-telefonu-apple-turkiye-garantili-p-150059501,Apple,iPhone 13 128 GB Mavi Cep Telefonu (Apple Türkiye Garantili),42.100 TL,108B kişi favoriledi!,(2612),4.8
https://www.trendyol.com/reeder/s19-max-4gb-64-gb-siyah-cep-telefonu-reeder-turkiye-garantili-p-639316476,Reeder,S19 Max 4GB+64 GB Siyah Cep Telefonu (Reeder Türkiye Garantili),3.059 TL,5222 kişi favoriledi!,(227),4.0
https://www.trendyol.com/samsung/galaxy-a25-5g-6-gb-ram-128-gb-siyah-p-793616421,Samsung,Galaxy A25 5g 6 Gb Ram 128 Gb Siyah,10.649 TL,4638 kişi favoriledi!,(120),4.4
https://www.trendyol.com/samsung/galaxy-z-flip5-256-gb-mor-samsung-turkiye-garantili-p-745785543,Samsung,Galaxy Z Flip5 256 GB Mor (Samsung Türkiye Garantili),42.399 TL,9921 kişi favoriledi!,(14),4.6
https://www.trendyol.com/oppo/a60-8-gb-ram-256-gb-mor-cep-telefonu-oppo-turkiye-garantili-p-849749247,Oppo,A60 8 GB RAM 256 GB Mor Cep Telefonu (Oppo Türkiye Garantili),"10.999,49 TL",334 kişi favoriledi!,(3),3.7
https://www.trendyol.com/general-mobile/general-mobile-gm-23-se-dual-moon-grey-4-128gb-ay-grisi-p-819717211,General Mobile,General Mobıle Gm 23 Se Dual Moon Grey 4+128gb Ay Grısı,5.399 TL,1121 kişi favoriledi!,(36),4.2
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/samsung/galaxy-s24-ultra-256-gb-titanyum-gri-samsung-turkiye-garantili-p-792557583,Samsung,Galaxy S24 Ultra 256 GB Titanyum Gri (Samsung Türkiye Garantili),57.840 TL,4282 kişi favoriledi!,(18),4.5
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/xiaomi/redmi-13c-6-128-gb-siyah-xiaomi-turkiye-garantili-p-817627025,Xiaomi,Redmi 13C 6/128 Gb Siyah (Xiaomi Türkiye Garantili),6.979 TL,4227 kişi favoriledi!,(71),4.8
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/samsung/galaxy-a05-128-gb-gumus-p-793616438,Samsung,Galaxy A05 128 GB Gümüş,"6.837,36 TL",7859 kişi favoriledi!,(74),4.5
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-655833665,Apple,Yenilenmiş iPhone 11 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - C Kalite,15.499 TL,16.7B kişi favoriledi!,(86),3.9
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-128gb-sierra-mavisi-b-kalite-p-794837385,Apple,Yenilenmiş iPhone 13 Pro 128GB Sierra Mavisi B Kalite,44.499 TL,863 kişi favoriledi!,,
https://www.trendyol.com/samsung/galaxy-s23-ultra-256-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-635097872,Samsung,Galaxy S23 Ultra 256 GB Yeşil Cep Telefonu (Samsung Türkiye Garantili),"46.672,47 TL",11.6B kişi favoriledi!,(105),4.8
https://www.trendyol.com/samsung/galaxy-s24-ultra-512-gb-titanyum-gri-samsung-turkiye-garantili-p-792557597,Samsung,Galaxy S24 Ultra 512 GB Titanyum Gri (Samsung Türkiye Garantili),63.349 TL,11.9B kişi favoriledi!,(28),4.8
